ID,PROGRAMA,SEXO,PUNTAJE SABER 11,ESTRATO,FECHA DE NACIMIENTO,ESTADO A 2022-2,Status.20171,Status.20172,Status.20181,Status.20182,Status.20191,Status.20192,Status.20201,Status.20202,Status.20211,Status.20212,Status.20221,Status.20222,CANTIDAD DE SEMESTRES ACTIVOS EN LA U,Creditos.20171,Creditos.20172,Creditos.20181,Creditos.20182,Creditos.20191,Creditos.20192,Creditos.20201,Creditos.20202,Creditos.20211,Creditos.20212,Creditos.20221,Creditos.20222,Promedio.20171,Promedio.20172,Promedio.20181,Promedio.20182,Promedio.20191,Promedio.20192,Promedio.20201,Promedio.20202,Promedio.20211,Promedio.20212,Promedio.20221,Promedio.20222
-,INGENIERIA INDUSTRIAL,F,295,1,3/11/2000,GRADUADO,1,1,0,1,1,1,1,1,1,1,1,0,10,15,17,0,18,17,17,17,18,15,12,12,,3.94,3.67,-,3.79,3.42,4.3,4.32,4.19,4.58,4.55,4.55,
-,INGENIERIA ELECTRONICA,F,518,2,,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,18,12,16,16,18,14,0,12,0,0,4.4,3.84,3.63,3.6,4.12,3.69,4.03,4.16,,0,-,-
-,INGENIERIA ELECTRONICA,M,278,1,11/21/1998,DESERTOR,1,1,1,1,0,0,0,0,0,0,0,0,4,11,12,11,3,0,0,0,0,0,0,0,0,3.72,2.85,3.12,2.4,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,F,289,1,4/27/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,17,19,19,16,14,12,12,0,0,3.91,3.54,3.63,3.61,3.97,4.18,4.23,4.46,4.4,0,-,-
-,INGENIERIA INDUSTRIAL,M,284,1,12/14/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,17,19,19,15,18,15,12,0,0,3.79,3.08,3.49,4.03,3.87,3.85,4.42,4.32,4.42,0,-,-
-,INGENIERIA CIVIL,F,332,1,9/18/2000,GRADUADO,1,1,1,1,1,1,1,1,1,0,1,0,10,13,15,18,16,16,16,17,16,17,0,12,0,3.59,3.71,3.54,3.52,3.72,3.65,4.36,4.16,4.36,-,,-
-,INGENIERIA INDUSTRIAL,F,265,4,9/27/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,20,20,20,16,17,0,12,0,0,3.83,3.41,3.7,3.84,3.9,3.87,4.22,4.48,4.68,0,-,-
-,INGENIERIA DE SISTEMAS,M,239,3,12/8/1999,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,15,16,16,0,0,0,0,0,0,0,0,0,3.66,3.41,2.99,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,F,320,1,9/29/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,16,16,19,16,20,21,18,0,12,0,0,4.23,3.77,3.43,3.4,3.93,3.79,4.04,4.42,4.24,0,-,-
-,INGENIERIA INDUSTRIAL,M,258,1,9/13/1999,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,1.15,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,F,423,2,5/8/1997,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,16,10,0,0,0,0,0,0,0,0,0,0,3.16,3.53,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,306,3,,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,5,16,17,16,18,19,20,15,0,12,12,12,3.24,3.51,2.93,3.49,3.49,3.45,3.71,4,3.71,4.1,,
-,INGENIERIA CIVIL,M,300,2,11/6/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,5,18,18,16,17,20,19,19,17,6,12,0,3.71,3.58,3.38,3.46,3.43,3.63,3.48,3.43,3.48,3.75,3.75,-
-,INGENIERIA INDUSTRIAL,M,310,2,11/18/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,17,19,19,18,15,0,12,0,0,4,4.02,3.81,4.18,4.36,4.21,4.36,4.44,4.6,0,-,-
-,INGENIERIA INDUSTRIAL,M,307,,,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,15,18,6,0,0,0,0,0,0,0,0,0,3.22,3.41,,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,,2,5/18/1994,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,6,7,20,20,18,19,23,16,0,12,0,0,3.51,3.79,3.7,3.66,3.67,3.58,3.74,4.26,3.74,0,-,-
-,INGENIERIA ELECTRICA,M,245,2,11/29/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,14,12,15,16,15,18,14,21,0,12,12,0,4.06,3.49,3.35,3.19,4.04,3.36,3.41,4.28,4,3.33,3.33,-
-,INGENIERIA CIVIL,F,299,3,8/15/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,13,21,18,20,19,19,14,20,14,16,18,0,3.16,3.68,3,3.23,3.59,3.58,3.34,3.57,3.74,3.48,3.48,-
-,INGENIERIA INDUSTRIAL,F,302,3,7/1/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,17,17,17,12,15,9,12,0,0,3.87,3.44,4.04,3.42,3.92,3.66,4.5,4.36,3.92,0,-,-
-,INGENIERIA INDUSTRIAL,M,,5,5/27/1991,GRADUADO,1,1,1,1,1,1,1,1,1,0,0,0,9,15,15,20,16,15,19,18,3,0,0,0,0,3.59,3.32,3.31,3.84,3.83,3.81,3.97,4.4,3.97,-,-,-
-,INGENIERIA CIVIL,M,315,3,,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,13,16,17,17,18,16,0,12,0,0,4.15,3.95,3.19,3.73,3.61,3.97,4.41,4.22,4.41,4.6,-,-
-,INGENIERIA AMBIENTAL,F,314,3,3/3/1998,GRADUADO,1,1,1,1,1,1,1,1,1,0,1,0,10,16,18,5,16,16,18,19,17,7,0,12,0,3.54,3.23,3.33,3.7,3.18,3.97,3.81,3.96,3.81,-,,-
-,INGENIERIA CIVIL,M,430,4,4/16/1987,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,3.28,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRONICA,M,360,1,9/17/1997,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,2.26,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,257,2,4/30/2000,AUSENTE,1,0,1,1,1,0,0,0,1,0,1,0,6,13,0,11,14,15,15,,,17,,15,,3.09,-,3.3,3.12,3.1,,,,3.78,,,
-,INGENIERIA CIVIL,M,263,2,12/9/1998,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,13,18,17,0,0,0,0,0,0,0,0,0,3.35,3.24,3.25,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,428,2,4/20/1993,DESERTOR,1,1,1,1,1,1,1,1,1,1,0,0,10,15,16,17,16,19,19,16,15,0,6,0,0,4.44,4.09,4.18,4.06,4.15,4.5,4.52,4.2,4.52,4.2,-,-
-,INGENIERIA INDUSTRIAL,M,254,1,11/18/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,20,15,19,19,18,12,18,12,0,0,3.63,3.52,3.74,3.7,3.66,3.54,4.22,3.93,4.22,0,-,-
-,INGENIERIA INDUSTRIAL,M,381,3,9/2/1994,AUSENTE,1,0,0,1,1,1,1,1,1,1,1,0,9,20,0,0,18,17,21,19,20,0,21,14,,3.54,-,-,3.37,3.51,3.71,4.42,4.1,4.17,4.41,4.41,
-,INGENIERIA AMBIENTAL,F,262,2,3/14/2000,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,16,18,5,0,0,0,0,0,0,0,0,0,3.37,3.29,2.83,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,312,2,10/9/1983,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,13,15,0,0,0,0,0,0,0,0,0,0,3.97,3.28,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,275,2,12/17/1998,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,13,15,18,16,16,17,19,15,0,15,9,15,3.55,3.81,3.04,3.52,3.51,3.58,4.11,3.98,4.11,4.06,4.06,
-,INGENIERIA ELECTRICA,M,466,3,8/6/1988,DESERTOR,1,1,1,1,1,1,1,0,0,0,0,0,7,15,15,12,11,6,9,15,0,0,0,0,0,3.68,3.69,3.08,3.4,3.1,3.25,0.7,-,-,-,-,-
-,INGENIERIA CIVIL,F,231,1,9/5/2000,DESERTOR,1,1,0,1,0,0,1,0,0,0,0,0,4,13,15,0,15,0,,0,,,,,,2.83,2.13,-,1.1,-,,,,,,,
-,INGENIERIA DE SISTEMAS,M,335,1,4/17/2001,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,15,5,5,16,16,17,17,15,0,21,3,0,3.85,3.76,3.44,3.72,3.71,3.92,4.11,4.36,4.12,1.87,4.27,-
-,INGENIERIA AGROINDUSTRIAL,M,310,3,12/18/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,17,4,4,19,19,19,16,14,0,12,0,0,3.53,3.51,2.97,3.64,4.02,4.14,4.44,4.22,4.52,0,-,-
-,INGENIERIA DE SISTEMAS,M,430,1,3/26/1988,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,4.1,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,344,3,10/17/2000,DESERTOR,1,1,1,1,1,1,1,1,1,1,0,0,10,0,0,16,18,17,17,21,21,6,9,0,0,3.74,3.78,3.5,3.79,3.54,3.64,3.74,3.7,3.74,3.6,-,-
-,INGENIERIA DE SISTEMAS,M,322,1,,AUSENTE,1,1,1,1,1,1,1,1,1,1,1,0,11,15,16,16,17,17,18,17,15,18,12,12,0,4.19,4.09,3.7,3.72,3.71,3.57,3.99,4.22,3.99,4.43,4.43,-
-,INGENIERIA CIVIL,F,274,3,1/8/2000,AUSENTE,1,1,1,1,1,1,1,0,1,1,1,0,10,13,15,18,16,17,18,18,0,15,19,17,0,3.8,3.33,3.17,3.56,3.38,3.44,3.81,-,3.79,4.03,4.03,-
-,INGENIERIA DE SISTEMAS,M,241,2,2/2/1997,DESERTOR,1,1,1,1,1,1,1,1,1,1,0,0,10,15,16,1,16,14,14,11,16,15,15,0,0,3.97,3.1,4.19,3.74,3.45,3.53,3.91,4.28,4.22,4.1,-,-
-,INGENIERIA DE SISTEMAS,M,420,3,3/23/1999,DESERTOR,1,1,1,1,1,0,0,0,0,0,0,0,5,10,12,21,18,16,0,0,0,0,0,0,0,3.79,3.52,4.02,4.11,2.25,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,F,326,1,4/26/1997,DESERTOR,1,1,1,0,1,1,0,0,1,0,0,0,6,15,17,18,0,6,6,,,0,,,,3.72,3.22,2.71,-,3.07,3.25,,,4.08,,,
-,INGENIERIA CIVIL,M,250,3,12/30/1974,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.61,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,,,1/0/1900,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,3.51,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRONICA,M,407,3,6/13/1989,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,1.07,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,327,1,12/4/1998,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,3.37,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRICA,M,380,3,10/22/1988,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,14,12,12,9,13,14,9,7,15,14,15,9,3.9,3.14,3.19,3.51,3.34,3.22,3.5,3.39,3.5,3.66,3.66,
-,INGENIERIA AMBIENTAL,F,320,1,10/26/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,16,16,18,19,18,18,20,18,12,12,0,0,3.61,3.11,2.97,3.52,3.85,3.7,3.96,4.37,3.96,0,-,-
-,INGENIERIA INDUSTRIAL,M,310,3,2/6/2000,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,3.51,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,313,3,11/9/1999,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,15,16,16,16,17,17,4,17,0,15,19,17,3.32,2.13,3,3.06,2.51,2.83,3.42,3.88,3.78,3.99,,
-,INGENIERIA CIVIL,F,269,2,12/22/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,15,15,13,16,20,20,12,17,0,0,3.57,3.07,3.23,3.45,3.79,3.79,4.16,4.29,4.16,1.24,-,-
-,INGENIERIA INDUSTRIAL,M,503,1,5/17/1996,ACTIVO,1,1,1,1,1,0,1,1,1,1,1,1,11,15,17,19,15,0,16,10,20,0,19,20,11,3.35,3.34,3,3.03,-,,2.47,2.87,3.89,3.32,3.32,
-,INGENIERIA CIVIL,M,287,2,,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,13,15,18,19,20,20,18,16,0,9,12,0,3.16,3.1,3.23,3.38,3.44,3.57,4.05,4.22,4.05,3.6,3.6,-
-,INGENIERIA ELECTRICA,M,342,2,9/12/1981,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,0,12,15,18,18,18,18,12,0,12,0,0,4.01,3.72,3.53,3.56,3.63,3.92,4.15,4.02,4.15,3.8,-,-
-,INGENIERIA ELECTRICA,M,370,1,8/23/1995,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,14,5,15,16,14,14,16,12,0,6,12,0,4.22,4.23,3.67,3.6,3.56,3.7,4.1,3.95,4.23,3.25,3.25,-
-,INGENIERIA INDUSTRIAL,F,248,2,7/17/2000,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,15,21,16,4,13,13,15,19,16,18,18,11,2.97,2.99,2.46,3,2.88,3.45,3.35,3.68,3.35,3.82,3.82,
-,INGENIERIA DE SISTEMAS,M,342,3,1/4/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,15,16,5,16,19,19,14,8,0,12,12,0,3.97,4.12,4.27,4.08,4.32,4.36,4.48,4.53,4.73,4.7,4.7,-
-,INGENIERIA CIVIL,M,309,3,3/22/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,1,12,13,15,18,16,16,16,16,18,19,16,6,12,3.58,3.36,3.19,3.6,3.34,3.52,3.34,3.6,3.34,3.31,3.31,3.34
-,INGENIERIA INDUSTRIAL,M,216,1,9/30/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,18,21,17,20,21,20,16,18,12,0,0,3.39,3.41,3.25,3.46,3.95,3.64,3.94,3.99,3.94,0,-,-
-,INGENIERIA DE SISTEMAS,M,316,1,9/3/2000,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,15,16,0,0,0,0,0,0,0,0,0,0,3.84,3.65,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,463,2,2/19/1995,AUSENTE,1,0,1,1,1,1,1,1,1,0,1,0,9,15,0,16,18,17,18,11,14,16,,9,,3.67,-,3,3.59,3.28,3.05,3.55,3.64,3.55,,,
-,INGENIERIA CIVIL,F,308,4,5/2/2000,ACTIVO,1,1,1,1,1,1,1,0,1,1,1,1,11,13,15,18,16,17,17,14,0,0,16,21,12,3.41,3.28,3.03,3.46,3.29,3.34,3.72,-,3.72,3.83,3.83,
-,INGENIERIA INDUSTRIAL,F,428,1,10/5/1996,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,17,19,19,12,16,0,12,0,0,4.15,3.97,4.01,3.62,3.96,4.12,4.53,4.34,4.53,0,-,-
-,INGENIERIA AMBIENTAL,F,272,2,,ACTIVO,1,1,1,1,1,1,1,0,1,1,1,1,11,16,18,18,16,16,18,19,0,0,21,20,12,3.24,3.38,2.95,3.18,3.75,3.26,3.86,-,3.58,3.44,3.44,
-,INGENIERIA CIVIL,M,316,1,3/18/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,21,17,19,19,18,18,18,12,0,0,3.73,3.27,3.19,3.36,3.28,3.46,3.98,4.17,3.98,0,-,-
-,INGENIERIA INDUSTRIAL,M,279,1,8/17/2000,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,15,6,0,0,0,0,0,0,0,0,0,0,3.55,3.4,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRONICA,M,280,4,8/13/1999,DESERTOR,1,1,1,0,1,0,0,0,0,0,0,0,4,10,17,13,0,9,0,0,0,0,0,0,0,3.57,3.16,3.25,-,2.4,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,F,242,3,1/5/2000,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,3.1,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,287,2,7/1/1999,AUSENTE,1,1,1,1,1,1,1,1,0,0,1,0,9,13,15,16,18,19,19,16,12,0,0,11,0,3.55,3.6,3.6,3.26,3.58,2.97,3.16,,-,-,,-
-,INGENIERIA ELECTRICA,M,,,1/0/1900,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,14,14,0,0,0,0,0,0,0,0,0,0,3.84,2.94,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,261,1,9/19/1998,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,2.77,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,286,1,1/18/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,11,15,18,16,16,16,20,20,0,12,0,0,3.55,3.66,3.54,3.72,3.81,3.75,4.06,4.11,4.06,0,-,-
-,INGENIERIA INDUSTRIAL,F,258,,,GRADUADO,1,1,1,1,1,1,1,1,1,0,0,0,9,15,17,18,17,19,19,18,21,0,0,0,0,3.72,3.79,3.58,3.71,3.49,3.68,4.23,4.21,4.23,-,-,-
-,INGENIERIA INDUSTRIAL,F,273,1,9/23/1999,GRADUADO,1,1,1,0,1,1,1,1,1,1,1,0,10,15,17,6,0,17,17,21,17,0,10,18,,3.63,3.14,3.6,-,3.9,3.57,3.7,3.62,3.7,4.02,4.02,
-,INGENIERIA CIVIL,M,322,1,2/20/1996,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,18,18,17,17,20,17,0,12,0,0,4.09,4.1,4.02,4.12,3.94,4,4.28,4.06,4.1,0,-,-
-,INGENIERIA CIVIL,F,279,3,6/16/1999,ACTIVO,1,1,1,1,0,1,1,1,1,1,1,1,11,5,18,18,20,0,,12,16,13,12,19,6,3.85,3.09,3.46,3.35,-,3.7,3.93,3.81,3.93,3.75,3.75,
-,INGENIERIA ELECTRICA,M,351,1,2/5/1995,ACTIVO,1,1,1,1,1,1,0,1,1,1,1,1,11,13,13,12,13,9,9,0,15,0,3,3,9,3.84,3.86,3.45,2.98,3.11,2.6,-,3.92,3.83,2.9,2.9,
-,INGENIERIA DE SISTEMAS,M,341,3,5/13/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,16,16,17,16,16,17,18,17,18,0,0,3.72,3.28,3.82,3.56,3.82,3.62,4.66,4.43,4.66,1.4,-,-
-,INGENIERIA CIVIL,F,330,2,12/1/2000,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,13,18,18,16,17,18,14,18,8,7,,3,3.83,3.44,3.54,4.14,3.66,4.22,4.21,4.28,4.21,4.16,4.16,
-,INGENIERIA CIVIL,F,380,2,11/17/1998,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,13,19,0,0,0,0,0,0,0,0,0,0,3.45,3.28,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,F,360,1,2/14/1999,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,15,17,14,12,7,10,19,20,19,21,14,18,3.1,3.39,3.25,3.06,3.64,3.03,3.77,3.41,3.77,3.96,3.96,
-,INGENIERIA DE SISTEMAS,M,501,2,11/28/1993,GRADUADO,1,1,1,1,1,1,1,1,1,0,0,0,9,19,15,21,17,16,19,18,15,18,0,0,0,3.9,4.6,4.48,3.75,3.61,3.93,4.37,3.78,4.37,-,-,-
-,INGENIERIA CIVIL,F,293,1,7/24/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,13,15,5,17,16,16,14,16,0,5,12,0,3.74,3.82,3.34,3.68,3.72,3.98,3.93,4.03,4.18,4.3,4.3,-
-,INGENIERIA CIVIL,F,357,2,10/25/1996,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,13,19,16,0,0,0,0,0,0,0,0,0,3.69,3.21,2.92,-,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,F,336,1,8/14/2000,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,3.14,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,222,3,5/6/1998,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,15,16,0,0,0,0,0,0,0,0,0,0,3.84,3.78,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,242,2,,ACTIVO,1,1,0,1,1,1,1,1,1,1,1,1,11,15,18,0,16,19,19,10,17,0,13,10,15,3.63,3.1,-,3.28,3.41,3.28,3.67,3.63,3.67,4.09,4.09,
-,INGENIERIA ELECTRONICA,M,,,1/0/1900,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,15,17,0,0,0,0,0,0,0,0,0,0,2.71,,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRONICA,M,250,2,5/14/2000,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,15,5,0,0,0,0,0,0,0,0,0,0,2.46,2.94,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,F,276,2,7/30/1999,ACTIVO,1,1,1,1,1,1,1,1,0,1,1,1,11,13,15,18,16,16,18,18,14,0,16,15,15,3.48,3.28,2.8,2.8,3.23,3.21,3.83,3.69,-,3.52,3.52,
-,INGENIERIA AMBIENTAL,M,286,4,,ACTIVO,1,1,1,1,1,1,1,1,0,1,0,1,10,16,18,18,16,19,19,0,18,0,18,0,12,3.15,3.48,2.96,2.94,3.12,3.42,,3.56,-,3.87,-,
-,INGENIERIA CIVIL,M,382,3,12/29/1991,GRADUADO,1,1,1,1,0,0,1,1,1,1,0,0,8,14,17,17,18,0,,16,20,0,20,,,3.54,3.36,3.02,3.19,-,,3.66,3.32,3.9,3.51,3.51,
-,INGENIERIA DE SISTEMAS,M,395,3,1/24/1994,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,3.61,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,284,3,12/7/2000,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,3.64,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,282,1,5/8/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,9,16,17,18,19,19,17,0,15,0,0,3.51,3.1,3.57,3.59,3.81,3.72,3.94,4.17,3.94,0,-,-
-,INGENIERIA AMBIENTAL,M,366,4,5/8/1998,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,16,16,18,16,18,18,19,14,0,18,0,0,3.65,3.71,3.46,4.06,3.57,3.83,3.9,3.63,3.9,1.33,-,-
-,INGENIERIA DE SISTEMAS,M,319,2,4/1/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,5,16,5,16,18,18,15,15,15,15,12,0,3.81,3.41,3.47,3.53,4.01,3.86,4.54,4.48,4.54,4.44,4.44,-
-,INGENIERIA CIVIL,M,335,2,4/26/1996,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,13,18,16,17,18,18,15,15,0,13,7,15,3.35,3.38,3.15,3.05,2.94,3.35,3.77,3.84,3.77,2.82,2.82,
-,INGENIERIA INDUSTRIAL,F,309,3,2/15/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,5,5,17,19,19,18,15,12,12,0,0,4.05,3.81,3.8,3.64,4.2,3.72,4.08,4.38,4.08,0,-,-
-,INGENIERIA AMBIENTAL,F,431,1,,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,1,11,14,18,15,19,16,19,20,17,0,6,0,4,3.88,3.6,3.23,3.41,3.75,4,3.98,4.06,3.98,3.25,-,0
-,INGENIERIA CIVIL,M,361,1,8/7/1994,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,0,18,15,0,0,0,0,0,0,0,0,0,3.39,3.13,3,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,F,480,2,7/17/1996,ACTIVO,1,1,1,1,1,1,1,1,1,1,0,1,11,13,15,18,17,18,18,13,18,0,10,0,0,4.09,3.5,3.68,3.34,3.61,3.55,3.34,3.32,3.34,3.21,-,
-,INGENIERIA CIVIL,M,240,1,10/1/1999,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,13,15,15,0,0,0,0,0,0,0,0,0,3.59,2.58,3.06,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,F,322,3,6/11/2000,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,13,15,16,0,0,0,0,0,0,0,0,0,3.34,3.12,2.12,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRICA,M,376,2,7/10/1992,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,14,12,15,16,18,18,19,20,0,3,0,0,4.26,3.48,3.41,3.7,3.68,3.81,4.05,4.11,3.91,3.97,-,-
-,INGENIERIA INDUSTRIAL,F,326,2,9/10/2000,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,3.41,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,292,4,9/30/1998,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,13,14,0,0,0,0,0,0,0,0,0,0,3.85,3.04,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,261,1,,DESERTOR,1,1,0,0,1,1,0,0,0,0,0,0,4,13,15,0,0,17,17,,,,,,,3.78,3.2,-,-,3.16,3.22,,,,,,
-,INGENIERIA INDUSTRIAL,F,294,2,8/25/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,17,20,20,20,17,12,12,0,0,3.56,3.16,3.62,3.72,3.44,3.62,3.99,4.07,4.12,0,-,-
